QueryNumber;[DocRanking, DocNumber, Similarity]
00001;[923, 774, 0.0]
00001;[924, 777, 0.0]
00001;[925, 778, 0.0]
00001;[926, 779, 0.0]
00001;[927, 780, 0.0]
00001;[928, 781, 0.0]
00001;[929, 782, 0.0]
00001;[930, 786, 0.0]
00001;[931, 787, 0.0]
00001;[932, 788, 0.0]
00001;[933, 790, 0.0]
00001;[934, 792, 0.0]
00001;[935, 793, 0.0]
00001;[936, 796, 0.0]
00001;[937, 797, 0.0]
00001;[938, 798, 0.0]
00001;[939, 800, 0.0]
00001;[940, 801, 0.0]
00001;[941, 802, 0.0]
00001;[942, 803, 0.0]
00001;[943, 804, 0.0]
00001;[944, 806, 0.0]
00001;[945, 807, 0.0]
00001;[946, 808, 0.0]
00001;[947, 809, 0.0]
00001;[948, 812, 0.0]
00001;[949, 813, 0.0]
00001;[950, 815, 0.0]
00001;[951, 816, 0.0]
00001;[952, 819, 0.0]
00001;[953, 820, 0.0]
00001;[954, 823, 0.0]
00001;[955, 824, 0.0]
00001;[956, 825, 0.0]
00001;[957, 826, 0.0]
00001;[958, 827, 0.0]
00001;[959, 828, 0.0]
00001;[960, 829, 0.0]
00001;[961, 830, 0.0]
00001;[962, 831, 0.0]
00001;[963, 832, 0.0]
00001;[964, 834, 0.0]
00001;[965, 836, 0.0]
00001;[966, 838, 0.0]
00001;[967, 841, 0.0]
00001;[968, 842, 0.0]
00001;[969, 843, 0.0]
00001;[970, 846, 0.0]
00001;[971, 847, 0.0]
00001;[972, 849, 0.0]
00001;[973, 850, 0.0]
00001;[974, 852, 0.0]
00001;[975, 853, 0.0]
00001;[976, 855, 0.0]
00001;[977, 857, 0.0]
00001;[978, 858, 0.0]
00001;[979, 859, 0.0]
00001;[980, 862, 0.0]
00001;[981, 863, 0.0]
00001;[982, 864, 0.0]
00001;[983, 865, 0.0]
00001;[984, 867, 0.0]
00001;[985, 868, 0.0]
00001;[986, 870, 0.0]
00001;[987, 871, 0.0]
00001;[988, 872, 0.0]
00001;[989, 873, 0.0]
00001;[990, 876, 0.0]
00001;[991, 877, 0.0]
00001;[992, 878, 0.0]
00001;[993, 880, 0.0]
00001;[994, 884, 0.0]
00001;[995, 887, 0.0]
00001;[996, 888, 0.0]
00001;[997, 889, 0.0]
00001;[998, 891, 0.0]
00001;[999, 896, 0.0]
00001;[1000, 897, 0.0]
00001;[1001, 898, 0.0]
00001;[1002, 899, 0.0]
00001;[1003, 900, 0.0]
00001;[1004, 902, 0.0]
00001;[1005, 903, 0.0]
00001;[1006, 904, 0.0]
00001;[1007, 905, 0.0]
00001;[1008, 906, 0.0]
00001;[1009, 909, 0.0]
00001;[1010, 910, 0.0]
00001;[1011, 912, 0.0]
00001;[1012, 913, 0.0]
00001;[1013, 916, 0.0]
00001;[1014, 917, 0.0]
00001;[1015, 918, 0.0]
00001;[1016, 921, 0.0]
00001;[1017, 922, 0.0]
00001;[1018, 924, 0.0]
00001;[1019, 925, 0.0]
00001;[1020, 927, 0.0]
00001;[1021, 928, 0.0]
00001;[1022, 929, 0.0]
00001;[1023, 934, 0.0]
00001;[1024, 936, 0.0]
00001;[1025, 937, 0.0]
00001;[1026, 938, 0.0]
00001;[1027, 940, 0.0]
00001;[1028, 941, 0.0]
00001;[1029, 946, 0.0]
00001;[1030, 948, 0.0]
00001;[1031, 950, 0.0]
00001;[1032, 952, 0.0]
00001;[1033, 953, 0.0]
00001;[1034, 954, 0.0]
00001;[1035, 955, 0.0]
00001;[1036, 956, 0.0]
00001;[1037, 957, 0.0]
00001;[1038, 958, 0.0]
00001;[1039, 959, 0.0]
00001;[1040, 960, 0.0]
00001;[1041, 961, 0.0]
00001;[1042, 962, 0.0]
00001;[1043, 963, 0.0]
00001;[1044, 964, 0.0]
00001;[1045, 966, 0.0]
00001;[1046, 967, 0.0]
00001;[1047, 969, 0.0]
00001;[1048, 972, 0.0]
00001;[1049, 978, 0.0]
00001;[1050, 979, 0.0]
00001;[1051, 981, 0.0]
00001;[1052, 982, 0.0]
00001;[1053, 983, 0.0]
00001;[1054, 984, 0.0]
00001;[1055, 985, 0.0]
00001;[1056, 986, 0.0]
00001;[1057, 987, 0.0]
00001;[1058, 988, 0.0]
00001;[1059, 989, 0.0]
00001;[1060, 992, 0.0]
00001;[1061, 993, 0.0]
00001;[1062, 996, 0.0]
00001;[1063, 998, 0.0]
00001;[1064, 1002, 0.0]
00001;[1065, 1003, 0.0]
00001;[1066, 1005, 0.0]
00001;[1067, 1006, 0.0]
00001;[1068, 1008, 0.0]
00001;[1069, 1010, 0.0]
00001;[1070, 1012, 0.0]
00001;[1071, 1014, 0.0]
00001;[1072, 1016, 0.0]
00001;[1073, 1017, 0.0]
00001;[1074, 1020, 0.0]
00001;[1075, 1021, 0.0]
00001;[1076, 1022, 0.0]
00001;[1077, 1024, 0.0]
00001;[1078, 1025, 0.0]
00001;[1079, 1026, 0.0]
00001;[1080, 1027, 0.0]
00001;[1081, 1028, 0.0]
00001;[1082, 1029, 0.0]
00001;[1083, 1030, 0.0]
00001;[1084, 1032, 0.0]
00001;[1085, 1033, 0.0]
00001;[1086, 1035, 0.0]
00001;[1087, 1036, 0.0]
00001;[1088, 1037, 0.0]
00001;[1089, 1038, 0.0]
00001;[1090, 1040, 0.0]
00001;[1091, 1043, 0.0]
00001;[1092, 1046, 0.0]
00001;[1093, 1047, 0.0]
00001;[1094, 1048, 0.0]
00001;[1095, 1049, 0.0]
00001;[1096, 1050, 0.0]
00001;[1097, 1051, 0.0]
00001;[1098, 1053, 0.0]
00001;[1099, 1054, 0.0]
00001;[1100, 1055, 0.0]
00001;[1101, 1057, 0.0]
00001;[1102, 1058, 0.0]
00001;[1103, 1059, 0.0]
00001;[1104, 1060, 0.0]
00001;[1105, 1061, 0.0]
00001;[1106, 1062, 0.0]
00001;[1107, 1064, 0.0]
00001;[1108, 1067, 0.0]
00001;[1109, 1071, 0.0]
00001;[1110, 1074, 0.0]
00001;[1111, 1075, 0.0]
00001;[1112, 1077, 0.0]
00001;[1113, 1078, 0.0]
00001;[1114, 1081, 0.0]
00001;[1115, 1084, 0.0]
00001;[1116, 1085, 0.0]
00001;[1117, 1086, 0.0]
00001;[1118, 1091, 0.0]
00001;[1119, 1092, 0.0]
00001;[1120, 1094, 0.0]
00001;[1121, 1095, 0.0]
00001;[1122, 1096, 0.0]
00001;[1123, 1098, 0.0]
00001;[1124, 1099, 0.0]
00001;[1125, 1101, 0.0]
00001;[1126, 1105, 0.0]
00001;[1127, 1106, 0.0]
00001;[1128, 1109, 0.0]
00001;[1129, 1110, 0.0]
00001;[1130, 1112, 0.0]
00001;[1131, 1113, 0.0]
00001;[1132, 1116, 0.0]
00001;[1133, 1117, 0.0]
00001;[1134, 1119, 0.0]
00001;[1135, 1121, 0.0]
00001;[1136, 1124, 0.0]
00001;[1137, 1125, 0.0]
00001;[1138, 1127, 0.0]
00001;[1139, 1131, 0.0]
00001;[1140, 1132, 0.0]
00001;[1141, 1133, 0.0]
00001;[1142, 1136, 0.0]
00001;[1143, 1141, 0.0]
00001;[1144, 1142, 0.0]
00001;[1145, 1143, 0.0]
00001;[1146, 1144, 0.0]
00001;[1147, 1145, 0.0]
00001;[1148, 1147, 0.0]
00001;[1149, 1151, 0.0]
00001;[1150, 1152, 0.0]
00001;[1151, 1153, 0.0]
00001;[1152, 1155, 0.0]
00001;[1153, 1157, 0.0]
00001;[1154, 1160, 0.0]
00001;[1155, 1164, 0.0]
00001;[1156, 1165, 0.0]
00001;[1157, 1166, 0.0]
00001;[1158, 1167, 0.0]
00001;[1159, 1168, 0.0]
00001;[1160, 1169, 0.0]
00001;[1161, 1172, 0.0]
00001;[1162, 1174, 0.0]
00001;[1163, 1176, 0.0]
00001;[1164, 1178, 0.0]
00001;[1165, 1180, 0.0]
00001;[1166, 1181, 0.0]
00001;[1167, 1182, 0.0]
00001;[1168, 1184, 0.0]
00001;[1169, 1188, 0.0]
00001;[1170, 1189, 0.0]
00001;[1171, 1190, 0.0]
00001;[1172, 1198, 0.0]
00001;[1173, 1199, 0.0]
00001;[1174, 1200, 0.0]
00001;[1175, 1203, 0.0]
00001;[1176, 1204, 0.0]
00001;[1177, 1207, 0.0]
00001;[1178, 1208, 0.0]
00001;[1179, 1210, 0.0]
00001;[1180, 1212, 0.0]
00001;[1181, 1214, 0.0]
00001;[1182, 1215, 0.0]
00001;[1183, 1216, 0.0]
00001;[1184, 1217, 0.0]
00001;[1185, 1220, 0.0]
00001;[1186, 1222, 0.0]
00001;[1187, 1223, 0.0]
00001;[1188, 1226, 0.0]
00001;[1189, 1227, 0.0]
00001;[1190, 1229, 0.0]
00001;[1191, 1230, 0.0]
00001;[1192, 1231, 0.0]
00001;[1193, 1236, 0.0]
00001;[1194, 1237, 0.0]
00001;[1195, 1238, 0.0]
00001;[1196, 129, 0.0]
00001;[1197, 151, 0.0]
00001;[1198, 191, 0.0]
00001;[1199, 280, 0.0]
00001;[1200, 282, 0.0]
00001;[1201, 338, 0.0]
00001;[1202, 558, 0.0]
00001;[1203, 620, 0.0]
00001;[1204, 657, 0.0]
00001;[1205, 700, 0.0]
00001;[1206, 883, 0.0]
00001;[1207, 908, 0.0]
00001;[1208, 974, 0.0]
00001;[1209, 1007, 0.0]
00001;[1210, 1097, 0.0]
00001;[1211, 1219, 0.0]
00001;[1212, 1126, 0.0]
00002;[0, 25, 0.0]
00002;[1, 47, 0.0]
00002;[2, 48, 0.0]
00002;[3, 67, 0.0]
00002;[4, 69, 0.0]
00002;[5, 71, 0.0]
00002;[6, 72, 0.0]
00002;[7, 77, 0.0]
00002;[8, 84, 0.0]
00002;[9, 90, 0.0]
00002;[10, 95, 0.0]
00002;[11, 120, 0.0]
00002;[12, 121, 0.0]
00002;[13, 134, 0.0]
00002;[14, 141, 0.0]
00002;[15, 145, 0.0]
00002;[16, 158, 0.0]
00002;[17, 165, 0.0]
00002;[18, 166, 0.0]
00002;[19, 180, 0.0]
00002;[20, 193, 0.0]
00002;[21, 208, 0.0]
00002;[22, 213, 0.0]
00002;[23, 214, 0.0]
00002;[24, 215, 0.0]
00002;[25, 227, 0.0]
00002;[26, 231, 0.0]
00002;[27, 234, 0.0]
00002;[28, 238, 0.0]
00002;[29, 239, 0.0]
00002;[30, 241, 0.0]
00002;[31, 264, 0.0]
00002;[32, 277, 0.0]
00002;[33, 293, 0.0]
00002;[34, 299, 0.0]
00002;[35, 315, 0.0]
00002;[36, 326, 0.0]
00002;[37, 327, 0.0]
00002;[38, 340, 0.0]
00002;[39, 352, 0.0]
00002;[40, 363, 0.0]
00002;[41, 377, 0.0]
00002;[42, 384, 0.0]
00002;[43, 390, 0.0]
00002;[44, 397, 0.0]
00002;[45, 413, 0.0]
00002;[46, 423, 0.0]
00002;[47, 427, 0.0]
00002;[48, 447, 0.0]
00002;[49, 449, 0.0]
00002;[50, 451, 0.0]
00002;[51, 475, 0.0]
00002;[52, 482, 0.0]
00002;[53, 484, 0.0]
00002;[54, 490, 0.0]
00002;[55, 502, 0.0]
00002;[56, 513, 0.0]
00002;[57, 517, 0.0]
00002;[58, 529, 0.0]
00002;[59, 542, 0.0]
00002;[60, 558, 0.0]
00002;[61, 574, 0.0]
00002;[62, 586, 0.0]
00002;[63, 601, 0.0]
00002;[64, 606, 0.0]
00002;[65, 616, 0.0]
00002;[66, 617, 0.0]
00002;[67, 630, 0.0]
00002;[68, 643, 0.0]
00002;[69, 652, 0.0]
00002;[70, 653, 0.0]
00002;[71, 661, 0.0]
00002;[72, 665, 0.0]
00002;[73, 672, 0.0]
00002;[74, 694, 0.0]
00002;[75, 700, 0.0]
00002;[76, 722, 0.0]
00002;[77, 744, 0.0]
00002;[78, 748, 0.0]
00002;[79, 754, 0.0]
00002;[80, 756, 0.0]
00002;[81, 767, 0.0]
00002;[82, 774, 0.0]
00002;[83, 786, 0.0]
00002;[84, 817, 0.0]
00002;[85, 824, 0.0]
00002;[86, 835, 0.0]
00002;[87, 846, 0.0]
00002;[88, 862, 0.0]
00002;[89, 866, 0.0]
00002;[90, 868, 0.0]
00002;[91, 869, 0.0]
00002;[92, 873, 0.0]
00002;[93, 888, 0.0]
00002;[94, 892, 0.0]
00002;[95, 911, 0.0]
00002;[96, 915, 0.0]
00002;[97, 933, 0.0]
00002;[98, 941, 0.0]
00002;[99, 944, 0.0]
00002;[100, 945, 0.0]
00002;[101, 946, 0.0]
00002;[102, 949, 0.0]
00002;[103, 950, 0.0]
00002;[104, 952, 0.0]
00002;[105, 955, 0.0]
00002;[106, 968, 0.0]
00002;[107, 975, 0.0]
00002;[108, 990, 0.0]
00002;[109, 994, 0.0]
00002;[110, 1002, 0.0]
00002;[111, 1004, 0.0]
00002;[112, 1024, 0.0]
00002;[113, 1036, 0.0]
00002;[114, 1040, 0.0]
00002;[115, 1041, 0.0]
00002;[116, 1042, 0.0]
00002;[117, 1045, 0.0]
00002;[118, 1072, 0.0]
00002;[119, 1079, 0.0]
00002;[120, 1083, 0.0]
00002;[121, 1087, 0.0]
00002;[122, 1099, 0.0]
00002;[123, 1105, 0.0]
00002;[124, 1106, 0.0]
00002;[125, 1109, 0.0]
00002;[126, 1115, 0.0]
00002;[127, 1117, 0.0]
00002;[128, 1120, 0.0]
00002;[129, 1130, 0.0]
00002;[130, 1143, 0.0]
00002;[131, 1152, 0.0]
00002;[132, 1153, 0.0]
00002;[133, 1157, 0.0]
00002;[134, 1160, 0.0]
00002;[135, 1165, 0.0]
00002;[136, 1172, 0.0]
00002;[137, 1180, 0.0]
00002;[138, 1182, 0.0]
00002;[139, 1185, 0.0]
00002;[140, 1194, 0.0]
00002;[141, 1202, 0.0]
00002;[142, 1208, 0.0]
00002;[143, 1217, 0.0]
00002;[144, 1219, 0.0]
00002;[145, 1220, 0.0]
00002;[146, 1235, 0.0]
00002;[147, 1239, 0.0]
00002;[148, 1, 0.0]
00002;[149, 2, 0.0]
00002;[150, 3, 0.0]
00002;[151, 6, 0.0]
00002;[152, 7, 0.0]
00002;[153, 8, 0.0]
00002;[154, 13, 0.0]
00002;[155, 15, 0.0]
00002;[156, 41, 0.0]
00002;[157, 43, 0.0]
00002;[158, 50, 0.0]
00002;[159, 56, 0.0]
00002;[160, 66, 0.0]
00002;[161, 70, 0.0]
00002;[162, 74, 0.0]
00002;[163, 76, 0.0]
00002;[164, 80, 0.0]
00002;[165, 87, 0.0]
00002;[166, 94, 0.0]
00002;[167, 103, 0.0]
00002;[168, 104, 0.0]
00002;[169, 118, 0.0]
00002;[170, 125, 0.0]
00002;[171, 133, 0.0]
00002;[172, 135, 0.0]
00002;[173, 159, 0.0]
00002;[174, 174, 0.0]
00002;[175, 176, 0.0]
00002;[176, 178, 0.0]
00002;[177, 179, 0.0]
00002;[178, 183, 0.0]
00002;[179, 189, 0.0]
00002;[180, 190, 0.0]
00002;[181, 192, 0.0]
00002;[182, 205, 0.0]
00002;[183, 209, 0.0]
00002;[184, 210, 0.0]
00002;[185, 216, 0.0]
00002;[186, 222, 0.0]
00002;[187, 224, 0.0]
00002;[188, 225, 0.0]
00002;[189, 226, 0.0]
00002;[190, 228, 0.0]
00002;[191, 232, 0.0]
00002;[192, 235, 0.0]
00002;[193, 243, 0.0]
00002;[194, 260, 0.0]
00002;[195, 267, 0.0]
00002;[196, 272, 0.0]
00002;[197, 279, 0.0]
00002;[198, 291, 0.0]
00002;[199, 294, 0.0]
00002;[200, 297, 0.0]
00002;[201, 301, 0.0]
00002;[202, 308, 0.0]
00002;[203, 314, 0.0]
00002;[204, 325, 0.0]
00002;[205, 333, 0.0]
00002;[206, 345, 0.0]
00002;[207, 348, 0.0]
00002;[208, 349, 0.0]
00002;[209, 355, 0.0]
00002;[210, 360, 0.0]
00002;[211, 365, 0.0]
00002;[212, 366, 0.0]
00002;[213, 379, 0.0]
00002;[214, 380, 0.0]
00002;[215, 385, 0.0]
00002;[216, 392, 0.0]
00002;[217, 396, 0.0]
00002;[218, 411, 0.0]
00002;[219, 417, 0.0]
00002;[220, 421, 0.0]
00002;[221, 424, 0.0]
00002;[222, 430, 0.0]
00002;[223, 434, 0.0]
00002;[224, 436, 0.0]
00002;[225, 442, 0.0]
00002;[226, 445, 0.0]
00002;[227, 453, 0.0]
00002;[228, 459, 0.0]
00002;[229, 472, 0.0]
00002;[230, 473, 0.0]
00002;[231, 474, 0.0]
00002;[232, 477, 0.0]
00002;[233, 478, 0.0]
00002;[234, 485, 0.0]
00002;[235, 491, 0.0]
00002;[236, 505, 0.0]
00002;[237, 509, 0.0]
00002;[238, 511, 0.0]
00002;[239, 514, 0.0]
00002;[240, 519, 0.0]
00002;[241, 521, 0.0]
00002;[242, 540, 0.0]
00002;[243, 541, 0.0]
00002;[244, 546, 0.0]
00002;[245, 550, 0.0]
00002;[246, 553, 0.0]
00002;[247, 556, 0.0]
00002;[248, 571, 0.0]
00002;[249, 587, 0.0]
00002;[250, 588, 0.0]
00002;[251, 597, 0.0]
00002;[252, 598, 0.0]
00002;[253, 600, 0.0]
00002;[254, 610, 0.0]
00002;[255, 618, 0.0]
00002;[256, 622, 0.0]
00002;[257, 631, 0.0]
00002;[258, 634, 0.0]
00002;[259, 647, 0.0]
00002;[260, 651, 0.0]
00002;[261, 667, 0.0]
00002;[262, 673, 0.0]
00002;[263, 674, 0.0]
00002;[264, 677, 0.0]
00002;[265, 678, 0.0]
00002;[266, 679, 0.0]
00002;[267, 682, 0.0]
00002;[268, 684, 0.0]
00002;[269, 687, 0.0]
00002;[270, 690, 0.0]
00002;[271, 696, 0.0]
00002;[272, 703, 0.0]
00002;[273, 710, 0.0]
00002;[274, 716, 0.0]
00002;[275, 719, 0.0]
00002;[276, 725, 0.0]
00002;[277, 746, 0.0]
00002;[278, 753, 0.0]
00002;[279, 758, 0.0]
00002;[280, 768, 0.0]
00002;[281, 769, 0.0]
00002;[282, 773, 0.0]
00002;[283, 776, 0.0]
00002;[284, 777, 0.0]
00002;[285, 804, 0.0]
00002;[286, 807, 0.0]
00002;[287, 808, 0.0]
00002;[288, 816, 0.0]
00002;[289, 842, 0.0]
00002;[290, 863, 0.0]
00002;[291, 864, 0.0]
00002;[292, 870, 0.0]
00002;[293, 879, 0.0]
00002;[294, 882, 0.0]
00002;[295, 887, 0.0]
00002;[296, 896, 0.0]
00002;[297, 898, 0.0]
00002;[298, 901, 0.0]
00002;[299, 902, 0.0]
00002;[300, 905, 0.0]
00002;[301, 910, 0.0]
00002;[302, 913, 0.0]
00002;[303, 914, 0.0]
00002;[304, 922, 0.0]
00002;[305, 942, 0.0]
00002;[306, 967, 0.0]
00002;[307, 969, 0.0]
00002;[308, 980, 0.0]
00002;[309, 982, 0.0]
00002;[310, 983, 0.0]
00002;[311, 986, 0.0]
00002;[312, 1006, 0.0]
00002;[313, 1010, 0.0]
00002;[314, 1012, 0.0]
00002;[315, 1028, 0.0]
00002;[316, 1034, 0.0]
00002;[317, 1048, 0.0]
00002;[318, 1051, 0.0]
00002;[319, 1059, 0.0]
00002;[320, 1066, 0.0]
00002;[321, 1071, 0.0]
00002;[322, 1075, 0.0]
00002;[323, 1078, 0.0]
00002;[324, 1081, 0.0]
00002;[325, 1082, 0.0]
00002;[326, 1096, 0.0]
00002;[327, 1097, 0.0]
00002;[328, 1098, 0.0]
00002;[329, 1103, 0.0]
00002;[330, 1104, 0.0]
00002;[331, 1110, 0.0]
00002;[332, 1118, 0.0]
00002;[333, 1119, 0.0]
00002;[334, 1124, 0.0]
00002;[335, 1138, 0.0]
00002;[336, 1139, 0.0]
00002;[337, 1146, 0.0]
00002;[338, 1155, 0.0]
00002;[339, 1156, 0.0]
00002;[340, 1173, 0.0]
00002;[341, 1188, 0.0]
00002;[342, 1197, 0.0]
00002;[343, 1201, 0.0]
00002;[344, 1211, 0.0]
00002;[345, 1213, 0.0]
00002;[346, 1215, 0.0]
00002;[347, 1216, 0.0]
00002;[348, 1237, 0.0]
00002;[349, 107, 0.0]
00002;[350, 666, 0.0]
00002;[351, 1137, 0.0]
00002;[352, 1238, 0.0]
00002;[353, 5, 0.0]
00002;[354, 12, 0.0]
00002;[355, 17, 0.0]
00002;[356, 19, 0.0]
00002;[357, 26, 0.0]
00002;[358, 31, 0.0]
00002;[359, 33, 0.0]
00002;[360, 39, 0.0]
00002;[361, 54, 0.0]
00002;[362, 62, 0.0]
00002;[363, 65, 0.0]
00002;[364, 68, 0.0]
00002;[365, 93, 0.0]
00002;[366, 97, 0.0]
00002;[367, 102, 0.0]
00002;[368, 106, 0.0]
00002;[369, 108, 0.0]
00002;[370, 115, 0.0]
00002;[371, 124, 0.0]
00002;[372, 137, 0.0]
00002;[373, 147, 0.0]
00002;[374, 151, 0.0]
00002;[375, 161, 0.0]
00002;[376, 170, 0.0]
00002;[377, 172, 0.0]
00002;[378, 173, 0.0]
00002;[379, 177, 0.0]
00002;[380, 184, 0.0]
00002;[381, 191, 0.0]
00002;[382, 194, 0.0]
00002;[383, 201, 0.0]
00002;[384, 203, 0.0]
00002;[385, 206, 0.0]
00002;[386, 219, 0.0]
00002;[387, 221, 0.0]
00002;[388, 237, 0.0]
00002;[389, 244, 0.0]
00002;[390, 246, 0.0]
00002;[391, 251, 0.0]
00002;[392, 253, 0.0]
00002;[393, 257, 0.0]
00002;[394, 259, 0.0]
00002;[395, 269, 0.0]
00002;[396, 273, 0.0]
00002;[397, 278, 0.0]
00002;[398, 281, 0.0]
00002;[399, 304, 0.0]
00002;[400, 306, 0.0]
00002;[401, 307, 0.0]
00002;[402, 310, 0.0]
00002;[403, 313, 0.0]
00002;[404, 341, 0.0]
00002;[405, 347, 0.0]
00002;[406, 354, 0.0]
00002;[407, 356, 0.0]
00002;[408, 358, 0.0]
00002;[409, 359, 0.0]
00002;[410, 364, 0.0]
00002;[411, 371, 0.0]
00002;[412, 375, 0.0]
00002;[413, 391, 0.0]
00002;[414, 412, 0.0]
00002;[415, 415, 0.0]
00002;[416, 431, 0.0]
00002;[417, 439, 0.0]
00002;[418, 464, 0.0]
00002;[419, 479, 0.0]
00002;[420, 483, 0.0]
00002;[421, 495, 0.0]
00002;[422, 523, 0.0]
00002;[423, 525, 0.0]
00002;[424, 526, 0.0]
00002;[425, 530, 0.0]
00002;[426, 532, 0.0]
00002;[427, 534, 0.0]
00002;[428, 543, 0.0]
00002;[429, 548, 0.0]
00002;[430, 549, 0.0]
00002;[431, 554, 0.0]
00002;[432, 560, 0.0]
00002;[433, 563, 0.0]
00002;[434, 564, 0.0]
00002;[435, 567, 0.0]
00002;[436, 572, 0.0]
00002;[437, 573, 0.0]
00002;[438, 575, 0.0]
00002;[439, 576, 0.0]
00002;[440, 577, 0.0]
00002;[441, 578, 0.0]
00002;[442, 589, 0.0]
00002;[443, 607, 0.0]
00002;[444, 612, 0.0]
00002;[445, 613, 0.0]
00002;[446, 624, 0.0]
00002;[447, 625, 0.0]
00002;[448, 635, 0.0]
00002;[449, 638, 0.0]
00002;[450, 639, 0.0]
00002;[451, 645, 0.0]
00002;[452, 654, 0.0]
00002;[453, 655, 0.0]
00002;[454, 658, 0.0]
00002;[455, 662, 0.0]
00002;[456, 664, 0.0]
00002;[457, 680, 0.0]
00002;[458, 681, 0.0]
00002;[459, 688, 0.0]
00002;[460, 702, 0.0]
00002;[461, 704, 0.0]
00002;[462, 705, 0.0]
00002;[463, 707, 0.0]
00002;[464, 737, 0.0]
00002;[465, 738, 0.0]
00002;[466, 743, 0.0]
00002;[467, 757, 0.0]
00002;[468, 765, 0.0]
00002;[469, 771, 0.0]
00002;[470, 790, 0.0]
00002;[471, 795, 0.0]
00002;[472, 796, 0.0]
00002;[473, 798, 0.0]
00002;[474, 800, 0.0]
00002;[475, 803, 0.0]
00002;[476, 805, 0.0]
00002;[477, 812, 0.0]
00002;[478, 813, 0.0]
00002;[479, 815, 0.0]
00002;[480, 853, 0.0]
00002;[481, 855, 0.0]
00002;[482, 860, 0.0]
00002;[483, 874, 0.0]
00002;[484, 890, 0.0]
00002;[485, 899, 0.0]
00002;[486, 904, 0.0]
00002;[487, 921, 0.0]
00002;[488, 931, 0.0]
00002;[489, 953, 0.0]
00002;[490, 958, 0.0]
00002;[491, 961, 0.0]
00002;[492, 964, 0.0]
00002;[493, 976, 0.0]
00002;[494, 977, 0.0]
00002;[495, 981, 0.0]
00002;[496, 988, 0.0]
00002;[497, 989, 0.0]
00002;[498, 993, 0.0]
00002;[499, 996, 0.0]
00002;[500, 1016, 0.0]
00002;[501, 1022, 0.0]
00002;[502, 1027, 0.0]
00002;[503, 1030, 0.0]
00002;[504, 1062, 0.0]
00002;[505, 1121, 0.0]
00002;[506, 1127, 0.0]
00002;[507, 1131, 0.0]
00002;[508, 1142, 0.0]
00002;[509, 1147, 0.0]
00002;[510, 1148, 0.0]
00002;[511, 1151, 0.0]
00002;[512, 1158, 0.0]
00002;[513, 1162, 0.0]
00002;[514, 1171, 0.0]
00002;[515, 1204, 0.0]
00002;[516, 1205, 0.0]
00002;[517, 1212, 0.0]
00002;[518, 1214, 0.0]
00002;[519, 1232, 0.0]
00002;[520, 4, 0.0]
00002;[521, 9, 0.0]
00002;[522, 10, 0.0]
00002;[523, 11, 0.0]
00002;[524, 14, 0.0]
00002;[525, 16, 0.0]
00002;[526, 18, 0.0]
00002;[527, 20, 0.0]
00002;[528, 21, 0.0]
00002;[529, 22, 0.0]
00002;[530, 23, 0.0]
00002;[531, 24, 0.0]
00002;[532, 27, 0.0]
00002;[533, 28, 0.0]
00002;[534, 29, 0.0]
00002;[535, 30, 0.0]
00002;[536, 32, 0.0]
00002;[537, 34, 0.0]
00002;[538, 35, 0.0]
00002;[539, 37, 0.0]
00002;[540, 38, 0.0]
00002;[541, 42, 0.0]
00002;[542, 44, 0.0]
00002;[543, 45, 0.0]
00002;[544, 46, 0.0]
00002;[545, 49, 0.0]
00002;[546, 51, 0.0]
00002;[547, 52, 0.0]
00002;[548, 53, 0.0]
00002;[549, 55, 0.0]
00002;[550, 57, 0.0]
00002;[551, 58, 0.0]
00002;[552, 60, 0.0]
00002;[553, 61, 0.0]
00002;[554, 63, 0.0]
00002;[555, 64, 0.0]
00002;[556, 73, 0.0]
00002;[557, 75, 0.0]
00002;[558, 78, 0.0]
00002;[559, 79, 0.0]
00002;[560, 81, 0.0]
00002;[561, 82, 0.0]
00002;[562, 83, 0.0]
00002;[563, 85, 0.0]
00002;[564, 86, 0.0]
00002;[565, 88, 0.0]
00002;[566, 89, 0.0]
00002;[567, 91, 0.0]
00002;[568, 92, 0.0]
00002;[569, 96, 0.0]
00002;[570, 98, 0.0]
00002;[571, 99, 0.0]
00002;[572, 100, 0.0]
00002;[573, 101, 0.0]
00002;[574, 105, 0.0]
00002;[575, 109, 0.0]
00002;[576, 110, 0.0]
00002;[577, 111, 0.0]
00002;[578, 112, 0.0]
00002;[579, 113, 0.0]
00002;[580, 114, 0.0]
00002;[581, 116, 0.0]
00002;[582, 117, 0.0]
00002;[583, 119, 0.0]
00002;[584, 122, 0.0]
00002;[585, 123, 0.0]
00002;[586, 126, 0.0]
00002;[587, 127, 0.0]
00002;[588, 130, 0.0]
00002;[589, 131, 0.0]
00002;[590, 136, 0.0]
00002;[591, 138, 0.0]
00002;[592, 139, 0.0]
00002;[593, 140, 0.0]
00002;[594, 142, 0.0]
00002;[595, 143, 0.0]
00002;[596, 144, 0.0]
00002;[597, 146, 0.0]
00002;[598, 148, 0.0]
00002;[599, 149, 0.0]
00002;[600, 150, 0.0]
00002;[601, 152, 0.0]
00002;[602, 153, 0.0]
00002;[603, 154, 0.0]
00002;[604, 155, 0.0]
00002;[605, 156, 0.0]
00002;[606, 157, 0.0]
00002;[607, 160, 0.0]
00002;[608, 162, 0.0]
00002;[609, 163, 0.0]
00002;[610, 164, 0.0]
